INDEX;%CPU;%MEM;COMMAND
71;59.0;6.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
72;59.0;6.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
73;61.0;6.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
74;62.0;6.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
75;63.0;6.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
76;63.0;7.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
77;64.0;7.1;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
78;64.0;7.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
79;65.0;7.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
80;67.0;7.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
81;67.0;7.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
82;68.0;7.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
83;69.0;8.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
84;70.0;8.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
85;70.0;8.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
86;71.0;8.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
87;72.0;8.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
88;73.0;8.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
89;74.0;9.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
90;75.0;9.1;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
91;76.0;9.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
92;76.0;9.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
93;77.0;9.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
94;78.0;9.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
95;78.0;9.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
96;79.0;10.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
97;80.0;10.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
98;81.0;10.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
99;82.0;10.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
100;83.0;10.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
101;84.0;10.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
102;85.0;10.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
103;85.0;11.1;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
104;86.0;11.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
105;87.0;11.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
106;87.0;11.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
107;88.0;11.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
108;90.0;11.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
109;90.0;12.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
110;91.0;12.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
111;92.0;12.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
112;93.0;12.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
113;93.0;12.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
114;94.0;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
115;95.0;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
116;96.0;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
117;97.0;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
118;98.0;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
119;99.0;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
120;100;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
121;101;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
122;102;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
123;103;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
124;104;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
125;105;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
126;106;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
127;107;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
128;108;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
129;109;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
130;110;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
131;111;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
132;112;12.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
133;56.5;12.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
134;57.0;13.1;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
135;57.0;13.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
136;57.5;13.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
137;58.0;13.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
138;58.5;13.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
139;59.0;13.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
140;59.5;14.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
141;60.0;14.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
142;60.0;14.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
143;60.5;14.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
144;61.0;14.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
145;61.5;14.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
146;62.0;15.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
147;62.5;15.1;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
148;62.5;15.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
149;63.0;15.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
150;64.0;15.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
151;64.0;15.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
152;64.5;15.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
153;65.0;16.1;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
154;65.5;16.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
155;65.5;16.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
156;66.5;16.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
157;66.5;16.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
158;67.0;16.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
159;67.5;17.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
160;68.0;17.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
161;68.5;17.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
162;68.5;17.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
163;69.0;17.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
164;70.0;17.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
165;70.5;18.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
166;70.5;18.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
167;71.0;18.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
168;71.5;18.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
169;72.0;18.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
170;72.0;18.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
171;72.5;19.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
172;73.0;19.1;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
173;73.5;19.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
174;74.0;19.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
175;74.0;19.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
176;74.5;19.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
177;75.5;20.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
178;75.5;20.1;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
179;76.0;20.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
180;76.5;20.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
181;77.0;20.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
182;77.5;20.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
183;78.0;20.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
184;78.5;21.1;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
185;79.0;21.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
186;79.0;21.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
187;79.5;21.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
188;80.0;21.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
189;80.5;21.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
190;81.0;22.1;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
191;81.5;22.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
192;81.5;22.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
193;82.5;22.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
194;83.0;22.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
195;83.0;22.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
196;83.5;23.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
197;84.0;23.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
198;84.5;23.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
199;85.0;23.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
200;85.0;23.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
201;86.5;24.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
202;87.0;24.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
203;87.5;24.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
204;88.0;24.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
205;88.5;24.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
206;88.5;24.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
207;89.0;25.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
208;89.5;25.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
209;90.0;25.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
210;90.5;25.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
211;91.0;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
212;91.5;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
213;92.0;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
214;92.5;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
215;93.0;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
216;93.5;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
217;94.0;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
218;94.5;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
219;95.0;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
220;95.5;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
221;96.0;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
222;96.5;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
223;97.0;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
224;97.5;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
225;98.0;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
226;98.5;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
227;99.0;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
228;99.5;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
229;100;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
230;100;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
231;101;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
232;101;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
233;102;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
234;102;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
235;103;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
236;103;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
237;104;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
238;104;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
239;105;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
240;105;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
241;106;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
242;71.0;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
243;71.3;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
244;71.6;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
245;72.0;25.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
246;72.6;25.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
247;72.6;25.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
248;73.0;26.1;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
249;73.3;26.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
250;73.6;26.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
251;73.6;26.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
252;74.3;26.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
253;74.6;26.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
254;75.0;27.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
255;75.0;27.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
256;75.3;27.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
257;75.6;27.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
258;75.6;27.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
259;76.3;27.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
260;76.6;28.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
261;77.0;28.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
262;77.3;28.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
263;77.6;28.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
264;77.6;28.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
265;78.0;28.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
266;78.3;29.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
267;78.6;29.1;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
268;79.0;29.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
269;79.3;29.5;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
270;79.6;29.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
271;80.0;29.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
272;80.0;30.0;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
273;80.3;30.1;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
274;80.6;30.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
275;81.0;30.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
276;81.0;30.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
277;81.3;30.8;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
278;82.0;30.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
279;82.3;31.1;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
280;82.6;31.3;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
281;82.6;31.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
282;83.0;31.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
283;83.3;31.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
284;83.3;31.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
285;83.6;32.1;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
286;84.3;32.2;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
287;84.3;32.4;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
288;84.6;32.6;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
289;85.0;32.7;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
290;85.3;32.9;"/home/jmcomets/Bundle/tokio-pipe/target/release/tokio-pipe basic"
